,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
13046,20000.0,20000.0, 60 ,0.1099,434.75,2.0,10+ years,MORTGAGE,120000.0,Verified,2011.0,debt_consolidation,HI,23.37,0.0,0.0,7.0,0.0,15512.0,0.226,22.0,1.0
13047,24000.0,24000.0, 36 ,0.16449999999999998,849.06,5.0,1 year,RENT,60000.0,Not Verified,2010.0,debt_consolidation,NY,21.78,0.0,0.0,8.0,0.0,35819.0,0.958,8.0,1.0
13048,9600.0,9600.0, 36 ,0.1349,325.74,3.0,3 years,MORTGAGE,27000.0,Source Verified,2011.0,debt_consolidation,NY,10.22,0.0,2.0,12.0,0.0,7387.0,0.8490000000000001,27.0,1.0
13050,8000.0,8000.0, 36 ,0.0925,255.33,2.0,< 1 year,RENT,42000.0,Source Verified,2010.0,debt_consolidation,NJ,23.06,0.0,0.0,11.0,0.0,7554.0,0.63,21.0,1.0
13051,5000.0,5000.0, 60 ,0.1349,115.03,3.0,4 years,RENT,30000.0,Verified,2011.0,small_business,NJ,15.96,0.0,1.0,16.0,0.0,276.0,0.006999999999999999,29.0,1.0
13052,13000.0,13000.0, 36 ,0.1059,423.09,2.0,10+ years,MORTGAGE,90000.0,Source Verified,2011.0,debt_consolidation,CA,6.67,0.0,1.0,19.0,0.0,12719.0,0.292,28.0,1.0
13053,20000.0,20000.0, 60 ,0.1268,451.8,3.0,5 years,MORTGAGE,42204.0,Verified,2011.0,debt_consolidation,MD,16.35,0.0,1.0,13.0,0.0,13232.0,0.308,22.0,1.0
13054,6625.0,6625.0, 36 ,0.11710000000000001,219.13,2.0,4 years,MORTGAGE,75000.0,Verified,2011.0,other,CA,15.86,0.0,0.0,15.0,0.0,13278.0,0.804,19.0,1.0
13055,8000.0,8000.0, 36 ,0.12210000000000001,266.52,2.0,4 years,RENT,20000.0,Not Verified,2009.0,credit_card,CA,0.0,0.0,0.0,3.0,0.0,7405.0,0.185,6.0,1.0
13056,13750.0,13750.0, 60 ,0.1825,351.04,6.0,2 years,RENT,80000.0,Verified,2011.0,debt_consolidation,CA,18.9,1.0,1.0,12.0,0.0,11111.0,0.726,33.0,0.0
13057,9600.0,9600.0, 60 ,0.1361,221.44,3.0,< 1 year,RENT,30000.0,Source Verified,2010.0,debt_consolidation,WA,15.72,0.0,0.0,2.0,0.0,4991.0,0.601,15.0,1.0
13058,3500.0,3500.0, 36 ,0.0888,111.11,2.0,< 1 year,RENT,55000.0,Verified,2010.0,home_improvement,NY,4.19,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0
13059,7200.0,7200.0, 60 ,0.12990000000000002,163.79,3.0,1 year,RENT,30000.0,Source Verified,2011.0,medical,NY,16.24,0.0,0.0,10.0,0.0,17044.0,0.636,14.0,1.0
13060,8400.0,8400.0, 60 ,0.15990000000000001,204.23,4.0,5 years,MORTGAGE,45600.0,Verified,2011.0,home_improvement,NC,20.92,1.0,1.0,5.0,0.0,5327.0,0.40399999999999997,30.0,0.0
13061,15000.0,15000.0, 60 ,0.16690000000000002,370.3,5.0,9 years,MORTGAGE,77867.0,Verified,2010.0,credit_card,PA,19.25,1.0,0.0,9.0,0.0,29836.0,0.5770000000000001,22.0,1.0
13062,10400.0,10400.0, 60 ,0.07139999999999999,206.63,1.0,5 years,MORTGAGE,85000.0,Not Verified,2010.0,home_improvement,FL,3.16,0.0,0.0,16.0,0.0,2984.0,0.05,46.0,1.0
13063,13200.0,13200.0, 60 ,0.10369999999999999,282.88,2.0,2 years,MORTGAGE,41500.0,Source Verified,2011.0,wedding,NC,8.82,0.0,0.0,6.0,0.0,8177.0,0.43700000000000006,13.0,1.0
13064,5500.0,5500.0, 36 ,0.1568,192.51,5.0,1 year,MORTGAGE,68000.0,Source Verified,2009.0,home_improvement,MN,11.42,1.0,0.0,6.0,1.0,10311.0,0.889,6.0,1.0
13065,6000.0,6000.0, 36 ,0.1392,204.83,3.0,3 years,RENT,28000.0,Not Verified,2009.0,debt_consolidation,TX,15.64,0.0,0.0,9.0,0.0,11206.0,0.718,16.0,1.0
13068,14400.0,14400.0, 60 ,0.1839,368.73,5.0,< 1 year,MORTGAGE,82296.0,Source Verified,2011.0,other,PA,18.84,0.0,0.0,8.0,0.0,4461.0,0.519,22.0,1.0
13069,5600.0,5600.0, 36 ,0.1379,190.83,3.0,< 1 year,RENT,45000.0,Source Verified,2009.0,debt_consolidation,NV,9.07,0.0,0.0,10.0,1.0,9287.0,0.978,21.0,1.0
13070,8400.0,8400.0, 36 ,0.0699,259.33,1.0,10+ years,MORTGAGE,70000.0,Not Verified,2011.0,medical,OH,8.66,0.0,1.0,12.0,0.0,4153.0,0.075,33.0,1.0
13071,3500.0,3500.0, 60 ,0.2148,95.64,6.0,1 year,RENT,34737.0,Source Verified,2011.0,other,OR,14.51,0.0,0.0,12.0,0.0,3790.0,0.665,13.0,1.0
13072,4200.0,4200.0, 36 ,0.1558,146.8,4.0,2 years,RENT,66996.0,Not Verified,2010.0,home_improvement,AR,4.71,0.0,3.0,4.0,0.0,0.0,0.0,9.0,1.0
13073,10000.0,10000.0, 36 ,0.1349,339.31,3.0,10+ years,MORTGAGE,170000.0,Verified,2011.0,home_improvement,MI,14.94,0.0,0.0,18.0,1.0,19889.0,0.605,45.0,1.0
13074,25000.0,25000.0, 60 ,0.1727,624.95,4.0,6 years,MORTGAGE,55000.0,Verified,2011.0,home_improvement,GA,6.09,1.0,0.0,6.0,0.0,4065.0,0.847,20.0,1.0
13075,10000.0,10000.0, 36 ,0.1427,343.09,3.0,< 1 year,RENT,40992.0,Source Verified,2011.0,debt_consolidation,NJ,17.54,1.0,1.0,6.0,0.0,10267.0,0.5379999999999999,11.0,1.0
13076,1500.0,1500.0, 60 ,0.15960000000000002,36.45,3.0,10+ years,MORTGAGE,45000.0,Not Verified,2011.0,other,FL,24.77,0.0,1.0,14.0,0.0,18517.0,0.532,28.0,0.0
13077,10000.0,10000.0, 60 ,0.1483,237.01,4.0,6 years,RENT,32000.0,Verified,2010.0,debt_consolidation,AR,24.86,0.0,1.0,12.0,0.0,11172.0,0.9229999999999999,26.0,1.0
13078,17000.0,17000.0, 60 ,0.1099,369.54,2.0,1 year,MORTGAGE,53200.0,Not Verified,2011.0,credit_card,FL,25.33,0.0,0.0,9.0,0.0,35994.0,0.72,32.0,1.0
13079,12000.0,12000.0, 60 ,0.12689999999999999,271.14,2.0,4 years,MORTGAGE,40904.0,Not Verified,2011.0,home_improvement,NC,25.11,0.0,4.0,4.0,0.0,6204.0,0.564,13.0,1.0
13080,25000.0,25000.0, 36 ,0.138,852.02,3.0,6 years,MORTGAGE,70000.0,Verified,2011.0,small_business,OH,8.16,0.0,4.0,6.0,0.0,38348.0,0.6609999999999999,19.0,1.0
13081,23675.0,23675.0, 60 ,0.12990000000000002,538.56,3.0,4 years,MORTGAGE,40896.0,Verified,2011.0,debt_consolidation,NC,25.12,0.0,3.0,4.0,0.0,6675.0,0.607,19.0,1.0
13082,9500.0,9500.0, 36 ,0.1392,324.31,3.0,1 year,RENT,30000.0,Verified,2009.0,debt_consolidation,NY,15.92,0.0,3.0,9.0,0.0,23616.0,0.494,14.0,1.0
13083,35000.0,35000.0, 60 ,0.1991,925.54,5.0,6 years,MORTGAGE,75000.0,Verified,2011.0,debt_consolidation,AL,13.65,0.0,1.0,15.0,0.0,17703.0,0.384,32.0,0.0
13084,21500.0,21500.0, 60 ,0.1199,478.15,2.0,5 years,RENT,80000.0,Verified,2011.0,debt_consolidation,PA,25.98,0.0,0.0,8.0,0.0,5487.0,0.446,22.0,1.0
13085,3000.0,3000.0, 36 ,0.1099,98.21,2.0,2 years,RENT,31200.0,Not Verified,2011.0,debt_consolidation,SC,9.96,0.0,0.0,5.0,0.0,1072.0,0.298,12.0,1.0
13086,10000.0,10000.0, 36 ,0.09880000000000001,322.11,2.0,3 years,RENT,26400.0,Verified,2010.0,debt_consolidation,CA,19.27,0.0,0.0,7.0,0.0,8808.0,0.625,24.0,1.0
13087,1450.0,1450.0, 36 ,0.1427,49.75,3.0,5 years,RENT,55560.0,Not Verified,2011.0,debt_consolidation,GA,6.95,1.0,0.0,7.0,1.0,3408.0,0.8740000000000001,21.0,1.0
13088,6000.0,6000.0, 36 ,0.1322,202.81,3.0,10+ years,RENT,45000.0,Not Verified,2009.0,debt_consolidation,IL,15.36,0.0,1.0,5.0,0.0,6026.0,0.809,11.0,0.0
13089,16000.0,16000.0, 36 ,0.13470000000000001,542.77,3.0,10+ years,RENT,65000.0,Verified,2009.0,debt_consolidation,CA,12.0,0.0,0.0,4.0,0.0,14493.0,0.889,21.0,1.0
13090,25000.0,25000.0, 60 ,0.1306,569.6,3.0,5 years,RENT,57000.0,Verified,2011.0,other,VA,13.07,0.0,0.0,5.0,0.0,14168.0,0.628,15.0,1.0
13091,17000.0,17000.0, 60 ,0.11710000000000001,375.67,2.0,6 years,RENT,35496.0,Source Verified,2011.0,debt_consolidation,OH,14.77,0.0,0.0,8.0,0.0,18485.0,0.426,18.0,1.0
13092,6000.0,6000.0, 36 ,0.1523,208.67,3.0,1 year,OWN,55000.0,Source Verified,2011.0,credit_card,KS,19.57,1.0,1.0,13.0,0.0,8077.0,0.272,23.0,1.0
13093,5000.0,5000.0, 60 ,0.1261,112.77,3.0,10+ years,MORTGAGE,46800.0,Verified,2010.0,debt_consolidation,CO,14.33,0.0,3.0,20.0,0.0,17347.0,0.254,37.0,0.0
13094,15600.0,15600.0, 36 ,0.0617,475.79,1.0,< 1 year,MORTGAGE,110000.0,Source Verified,2010.0,credit_card,TX,2.0,0.0,1.0,6.0,0.0,1.0,0.0,31.0,1.0
13095,15000.0,15000.0, 36 ,0.0894,476.58,1.0,< 1 year,MORTGAGE,105000.0,Verified,2009.0,debt_consolidation,NM,12.53,0.0,0.0,20.0,0.0,8118.0,0.059000000000000004,48.0,1.0
13096,6000.0,6000.0, 36 ,0.09880000000000001,193.27,2.0,< 1 year,RENT,19200.0,Not Verified,2010.0,debt_consolidation,CA,24.44,0.0,0.0,4.0,0.0,6441.0,0.45399999999999996,16.0,1.0
13097,10625.0,10625.0, 36 ,0.0603,323.38,1.0,2 years,RENT,24000.0,Source Verified,2011.0,credit_card,TX,20.8,0.0,0.0,13.0,0.0,6575.0,0.131,24.0,1.0
13098,25000.0,16050.0, 60 ,0.19030000000000002,416.62,5.0,10+ years,RENT,50400.0,Verified,2011.0,debt_consolidation,GA,20.67,0.0,0.0,10.0,0.0,12112.0,0.615,26.0,1.0
13100,3900.0,3900.0, 36 ,0.11359999999999999,128.35,2.0,< 1 year,MORTGAGE,45000.0,Not Verified,2010.0,major_purchase,TX,19.97,0.0,2.0,13.0,1.0,17126.0,0.804,26.0,1.0
13101,25000.0,25000.0, 36 ,0.1158,825.34,2.0,1 year,MORTGAGE,220000.0,Verified,2009.0,credit_card,CA,10.07,1.0,2.0,11.0,0.0,33697.0,0.515,35.0,1.0
13102,2000.0,2000.0, 36 ,0.1323,67.61,3.0,1 year,OWN,16500.0,Not Verified,2010.0,major_purchase,SC,8.87,0.0,1.0,4.0,0.0,1339.0,0.36200000000000004,7.0,1.0
13103,20000.0,20000.0, 36 ,0.1038,648.92,2.0,5 years,MORTGAGE,72000.0,Not Verified,2010.0,debt_consolidation,AL,19.33,0.0,0.0,15.0,0.0,18519.0,0.212,34.0,1.0
13104,2000.0,2000.0, 60 ,0.16449999999999998,49.12,5.0,10+ years,RENT,45000.0,Not Verified,2010.0,other,MA,24.32,0.0,3.0,18.0,0.0,14948.0,0.635,36.0,1.0
13105,10000.0,10000.0, 60 ,0.1974,263.5,6.0,unknown,MORTGAGE,69600.0,Source Verified,2011.0,home_improvement,NC,9.02,0.0,3.0,3.0,0.0,0.0,0.0,18.0,1.0
13106,4000.0,4000.0, 36 ,0.1343,135.61,3.0,< 1 year,RENT,21000.0,Verified,2011.0,small_business,PA,7.6,0.0,3.0,7.0,0.0,7178.0,0.485,11.0,1.0
13107,10000.0,10000.0, 36 ,0.1186,331.48,2.0,9 years,MORTGAGE,107220.57,Not Verified,2010.0,credit_card,WA,4.52,0.0,0.0,5.0,0.0,6547.0,0.753,23.0,1.0
13108,4350.0,4350.0, 36 ,0.0579,131.93,1.0,2 years,RENT,70000.0,Not Verified,2010.0,car,OR,1.85,0.0,1.0,5.0,0.0,2944.0,0.131,15.0,1.0
13109,20000.0,20000.0, 36 ,0.1148,659.37,2.0,4 years,RENT,85000.0,Verified,2009.0,other,NJ,10.07,0.0,0.0,11.0,0.0,760.0,0.019,15.0,1.0
13110,3450.0,3450.0, 36 ,0.1199,114.58,2.0,10+ years,MORTGAGE,45000.0,Verified,2011.0,debt_consolidation,NC,5.23,0.0,2.0,5.0,0.0,3387.0,0.847,11.0,1.0
13111,30000.0,18375.0, 60 ,0.21280000000000002,500.01,6.0,< 1 year,RENT,137000.0,Verified,2011.0,debt_consolidation,FL,8.73,1.0,2.0,6.0,0.0,10875.0,0.74,7.0,1.0
13112,8000.0,8000.0, 36 ,0.1099,261.88,2.0,10+ years,RENT,54000.0,Not Verified,2011.0,debt_consolidation,CA,11.8,1.0,0.0,10.0,0.0,10669.0,0.389,21.0,1.0
13113,8000.0,8000.0, 36 ,0.1273,268.53,3.0,1 year,RENT,25200.0,Not Verified,2010.0,debt_consolidation,VA,15.43,0.0,0.0,7.0,0.0,1359.0,0.523,18.0,1.0
13114,3000.0,3000.0, 60 ,0.1099,65.22,2.0,6 years,MORTGAGE,50000.0,Not Verified,2011.0,car,CO,2.83,1.0,1.0,6.0,0.0,2892.0,0.192,23.0,1.0
13115,3150.0,3150.0, 60 ,0.16449999999999998,77.36,5.0,< 1 year,RENT,69996.0,Not Verified,2010.0,other,GA,23.42,0.0,1.0,10.0,0.0,11365.0,0.9390000000000001,21.0,1.0
13116,3200.0,3200.0, 36 ,0.1183,106.03,2.0,2 years,RENT,54731.0,Not Verified,2009.0,credit_card,NY,20.96,0.0,0.0,8.0,0.0,16948.0,0.835,19.0,1.0
13117,14000.0,14000.0, 36 ,0.08900000000000001,444.55,1.0,5 years,MORTGAGE,187000.0,Not Verified,2011.0,credit_card,NC,6.2,0.0,0.0,11.0,0.0,36488.0,0.731,32.0,1.0
13118,20000.0,20000.0, 60 ,0.19030000000000002,519.15,5.0,1 year,RENT,50000.0,Verified,2011.0,credit_card,CO,18.14,0.0,0.0,7.0,0.0,27805.0,0.976,18.0,1.0
13119,4800.0,4800.0, 36 ,0.1199,159.41,2.0,8 years,RENT,50000.0,Source Verified,2011.0,debt_consolidation,RI,20.28,0.0,0.0,8.0,0.0,16910.0,0.726,16.0,1.0
13120,12000.0,12000.0, 60 ,0.1942,314.07,5.0,6 years,MORTGAGE,56004.0,Not Verified,2011.0,home_improvement,NY,7.2,0.0,1.0,8.0,0.0,4032.0,0.179,24.0,1.0
13121,30000.0,30000.0, 36 ,0.1427,1029.27,3.0,3 years,MORTGAGE,60000.0,Verified,2011.0,debt_consolidation,WV,17.8,0.0,1.0,13.0,0.0,36174.0,0.499,26.0,1.0
13122,8300.0,8300.0, 60 ,0.1261,187.2,3.0,10+ years,MORTGAGE,61507.0,Verified,2010.0,debt_consolidation,TX,24.52,0.0,1.0,9.0,0.0,11057.0,0.654,25.0,1.0
13123,14000.0,14000.0, 36 ,0.16,492.21,4.0,10+ years,RENT,40400.0,Not Verified,2010.0,debt_consolidation,NY,19.16,0.0,1.0,10.0,0.0,11018.0,0.8220000000000001,15.0,1.0
13124,20000.0,20000.0, 36 ,0.1148,659.37,2.0,< 1 year,RENT,277104.0,Not Verified,2009.0,debt_consolidation,NY,0.22,0.0,2.0,11.0,0.0,1003.0,0.033,22.0,1.0
13125,6000.0,6000.0, 36 ,0.0932,191.69,1.0,5 years,MORTGAGE,41000.0,Not Verified,2009.0,educational,MS,17.5,0.0,0.0,11.0,0.0,19391.0,0.68,25.0,1.0
13126,28000.0,11800.0, 60 ,0.1991,312.04,5.0,10+ years,RENT,52000.0,Verified,2011.0,debt_consolidation,TX,20.7,0.0,0.0,10.0,0.0,29178.0,0.8759999999999999,16.0,0.0
13127,12000.0,12000.0, 36 ,0.08900000000000001,381.04,1.0,4 years,MORTGAGE,76800.0,Not Verified,2011.0,credit_card,TX,18.94,0.0,0.0,17.0,0.0,13819.0,0.39399999999999996,33.0,1.0
13128,25000.0,25000.0, 60 ,0.11710000000000001,552.46,2.0,10+ years,MORTGAGE,75000.0,Verified,2011.0,debt_consolidation,IL,13.42,0.0,0.0,5.0,0.0,18591.0,0.379,19.0,1.0
13129,3500.0,3500.0, 60 ,0.1112,76.31,2.0,9 years,MORTGAGE,52000.0,Not Verified,2010.0,home_improvement,PA,18.92,0.0,2.0,8.0,0.0,6941.0,0.813,31.0,1.0
13130,10500.0,10500.0, 36 ,0.1465,362.19,3.0,1 year,MORTGAGE,42000.0,Not Verified,2011.0,debt_consolidation,GA,10.77,0.0,2.0,7.0,0.0,16705.0,0.522,23.0,1.0
13131,4500.0,4500.0, 60 ,0.1632,110.2,4.0,10+ years,MORTGAGE,145000.0,Not Verified,2010.0,car,FL,11.02,1.0,0.0,15.0,0.0,23261.0,0.794,51.0,1.0
13132,14000.0,14000.0, 36 ,0.0894,444.81,1.0,8 years,MORTGAGE,49000.0,Source Verified,2009.0,credit_card,OH,14.33,0.0,1.0,6.0,0.0,11984.0,0.385,14.0,1.0
13133,12000.0,7200.0, 36 ,0.0599,219.01,1.0,unknown,RENT,35100.0,Source Verified,2011.0,debt_consolidation,AZ,5.03,0.0,0.0,9.0,0.0,72029.0,0.01,29.0,1.0
13134,2800.0,2800.0, 36 ,0.1099,91.66,2.0,7 years,RENT,37440.0,Not Verified,2011.0,other,OH,2.79,0.0,0.0,5.0,0.0,1325.0,0.883,10.0,1.0
13135,25900.0,25900.0, 60 ,0.1677,640.49,4.0,10+ years,RENT,62000.0,Verified,2011.0,credit_card,IL,22.94,0.0,2.0,16.0,0.0,31335.0,0.7490000000000001,41.0,1.0
13136,20000.0,20000.0, 36 ,0.1427,686.18,3.0,10+ years,RENT,95000.0,Source Verified,2011.0,debt_consolidation,WI,14.69,0.0,2.0,12.0,0.0,19852.0,0.7879999999999999,25.0,0.0
13137,16000.0,10625.0, 36 ,0.0788,332.37,1.0,6 years,MORTGAGE,101000.0,Not Verified,2010.0,debt_consolidation,FL,6.42,0.0,2.0,10.0,0.0,17439.0,0.44799999999999995,15.0,1.0
13138,15850.0,15850.0, 60 ,0.1479,375.33,3.0,4 years,RENT,96772.0,Verified,2011.0,major_purchase,VA,17.91,0.0,2.0,8.0,0.0,16529.0,0.68,24.0,1.0
13139,6000.0,6000.0, 60 ,0.1149,131.93,2.0,9 years,MORTGAGE,60000.0,Not Verified,2010.0,car,OR,5.86,0.0,0.0,4.0,0.0,0.0,0.0,24.0,1.0
13141,10000.0,10000.0, 36 ,0.1417,342.61,3.0,10+ years,MORTGAGE,144000.0,Not Verified,2011.0,debt_consolidation,NH,14.15,0.0,1.0,16.0,0.0,91085.0,0.6940000000000001,31.0,1.0
13142,12000.0,12000.0, 36 ,0.1059,390.54,2.0,10+ years,RENT,40000.0,Not Verified,2011.0,house,CA,0.72,0.0,2.0,3.0,0.0,868.0,0.049,15.0,1.0
13143,30000.0,30000.0, 36 ,0.09910000000000001,966.75,2.0,2 years,OWN,80196.0,Verified,2011.0,other,VA,3.85,0.0,2.0,7.0,0.0,17550.0,0.41700000000000004,24.0,1.0
13144,15000.0,15000.0, 36 ,0.1335,507.95,3.0,10+ years,MORTGAGE,118812.0,Not Verified,2010.0,debt_consolidation,CA,14.6,0.0,0.0,10.0,0.0,28563.0,0.9490000000000001,30.0,1.0
13145,5000.0,5000.0, 36 ,0.12179999999999999,166.5,2.0,4 years,RENT,53500.0,Not Verified,2009.0,debt_consolidation,IL,10.5,0.0,0.0,8.0,0.0,4819.0,0.5529999999999999,17.0,1.0
13146,8000.0,8000.0, 36 ,0.1149,263.78,2.0,4 years,MORTGAGE,105600.0,Not Verified,2011.0,debt_consolidation,MA,6.78,1.0,2.0,8.0,0.0,7076.0,0.365,19.0,1.0
13147,3400.0,3400.0, 36 ,0.0692,104.86,1.0,< 1 year,RENT,40000.0,Not Verified,2011.0,credit_card,NV,7.29,0.0,1.0,5.0,0.0,53.0,0.003,14.0,1.0
13148,12000.0,12000.0, 36 ,0.0788,375.37,1.0,< 1 year,RENT,60000.0,Not Verified,2010.0,wedding,CA,5.42,0.0,1.0,7.0,0.0,699.0,0.07,7.0,1.0
13149,6900.0,6900.0, 36 ,0.0691,212.77,1.0,< 1 year,OWN,40000.0,Not Verified,2011.0,debt_consolidation,NY,11.64,0.0,3.0,11.0,0.0,14348.0,0.27,14.0,1.0
13150,2000.0,2000.0, 36 ,0.1158,66.03,2.0,1 year,RENT,28500.0,Not Verified,2009.0,major_purchase,FL,16.17,0.0,1.0,3.0,0.0,1416.0,0.405,5.0,1.0
13151,9000.0,9000.0, 60 ,0.0962,189.55,2.0,3 years,MORTGAGE,68000.0,Not Verified,2010.0,car,OH,5.63,0.0,2.0,13.0,0.0,6401.0,0.29,27.0,1.0
13152,10000.0,10000.0, 36 ,0.0859,316.11,1.0,4 years,OWN,87000.0,Verified,2009.0,credit_card,MA,2.62,0.0,1.0,6.0,0.0,10045.0,0.33399999999999996,16.0,1.0
13153,15000.0,15000.0, 36 ,0.0662,460.56,1.0,8 years,OWN,80000.0,Source Verified,2011.0,other,MO,1.16,0.0,0.0,4.0,0.0,3679.0,0.094,5.0,1.0
13154,2000.0,2000.0, 36 ,0.1114,65.61,2.0,2 years,RENT,42000.0,Not Verified,2009.0,educational,OK,13.49,0.0,0.0,9.0,0.0,11817.0,0.157,42.0,1.0
13155,4000.0,4000.0, 60 ,0.1112,87.21,2.0,1 year,MORTGAGE,24000.0,Source Verified,2010.0,debt_consolidation,NM,1.63,0.0,1.0,6.0,0.0,3492.0,0.09300000000000001,11.0,0.0
13156,14000.0,14000.0, 60 ,0.1065,301.96,2.0,10+ years,MORTGAGE,48000.0,Not Verified,2011.0,medical,CA,4.47,0.0,2.0,11.0,0.0,3486.0,0.207,20.0,0.0
13157,5000.0,5000.0, 36 ,0.20170000000000002,186.26,7.0,4 years,RENT,50000.0,Not Verified,2009.0,small_business,FL,6.0,0.0,1.0,10.0,1.0,9814.0,0.595,15.0,0.0
13158,10000.0,10000.0, 36 ,0.0654,306.68,1.0,8 years,RENT,98004.0,Source Verified,2010.0,debt_consolidation,CA,11.61,0.0,0.0,13.0,0.0,38167.0,0.33799999999999997,24.0,1.0
13159,7000.0,7000.0, 36 ,0.12869999999999998,235.44,3.0,< 1 year,RENT,50000.0,Not Verified,2009.0,credit_card,MN,16.06,0.0,2.0,6.0,0.0,19609.0,0.737,12.0,1.0
13160,24000.0,24000.0, 36 ,0.1565,839.67,4.0,< 1 year,RENT,150000.0,Verified,2009.0,debt_consolidation,NY,15.76,0.0,0.0,9.0,0.0,55821.0,0.873,12.0,1.0
13161,12000.0,12000.0, 36 ,0.1398,410.02,3.0,5 years,RENT,65000.0,Not Verified,2010.0,credit_card,CA,22.38,0.0,2.0,12.0,0.0,12097.0,0.9159999999999999,16.0,1.0
13162,6350.0,5275.0, 36 ,0.0579,159.98,1.0,3 years,RENT,38000.0,Source Verified,2010.0,major_purchase,FL,5.24,0.0,1.0,9.0,0.0,6658.0,0.252,14.0,1.0
13163,8000.0,8000.0, 36 ,0.1253,267.74,2.0,< 1 year,MORTGAGE,52000.0,Verified,2010.0,credit_card,FL,7.04,0.0,3.0,6.0,0.0,7910.0,0.909,25.0,0.0
13164,2200.0,2200.0, 36 ,0.1343,74.59,3.0,10+ years,MORTGAGE,85000.0,Source Verified,2011.0,car,IL,18.03,2.0,1.0,6.0,0.0,399.0,0.305,29.0,1.0
13165,4500.0,4500.0, 36 ,0.0894,142.98,1.0,10+ years,RENT,18200.0,Not Verified,2009.0,educational,FL,6.29,0.0,1.0,4.0,0.0,70.0,0.006999999999999999,6.0,1.0
13166,2100.0,2100.0, 36 ,0.0639,64.27,1.0,< 1 year,RENT,40000.0,Not Verified,2010.0,small_business,CA,1.53,0.0,0.0,10.0,0.0,1987.0,0.081,16.0,1.0
13167,7000.0,7000.0, 36 ,0.0751,217.77,1.0,2 years,RENT,38400.0,Not Verified,2010.0,small_business,MA,6.44,0.0,3.0,13.0,0.0,2149.0,0.059000000000000004,33.0,1.0
13169,15000.0,15000.0, 36 ,0.1284,504.27,3.0,1 year,RENT,55000.0,Source Verified,2009.0,debt_consolidation,WA,14.99,0.0,0.0,9.0,0.0,9483.0,0.578,20.0,1.0
13170,4500.0,4500.0, 36 ,0.07139999999999999,139.24,1.0,5 years,RENT,36000.0,Verified,2010.0,debt_consolidation,TX,24.15,0.0,0.0,10.0,0.0,5506.0,0.142,13.0,1.0
13171,5000.0,5000.0, 36 ,0.0603,152.18,1.0,10+ years,MORTGAGE,62000.0,Verified,2011.0,credit_card,VA,16.03,0.0,0.0,15.0,0.0,113.0,0.006,53.0,1.0
13172,6000.0,6000.0, 36 ,0.08900000000000001,190.52,1.0,10+ years,MORTGAGE,76000.0,Verified,2011.0,car,LA,23.35,0.0,1.0,9.0,0.0,21988.0,0.7659999999999999,38.0,1.0
13173,10000.0,10000.0, 36 ,0.0542,301.6,1.0,4 years,MORTGAGE,38400.0,Not Verified,2011.0,debt_consolidation,CO,10.69,0.0,0.0,16.0,0.0,13985.0,0.17600000000000002,32.0,1.0
13174,12000.0,12000.0, 36 ,0.11710000000000001,396.92,2.0,10+ years,RENT,35000.0,Not Verified,2011.0,debt_consolidation,CT,13.37,0.0,0.0,5.0,0.0,11826.0,0.857,20.0,1.0
13175,13000.0,13000.0, 60 ,0.1677,321.48,4.0,10+ years,MORTGAGE,85200.0,Not Verified,2011.0,medical,OH,9.37,0.0,3.0,23.0,1.0,17732.0,0.52,37.0,0.0
13176,16000.0,16000.0, 36 ,0.1199,531.36,2.0,2 years,RENT,96000.0,Verified,2011.0,debt_consolidation,CA,7.16,0.0,0.0,6.0,0.0,1498.0,0.3,15.0,1.0
13177,7000.0,7000.0, 36 ,0.1099,229.14,2.0,5 years,RENT,35000.0,Not Verified,2011.0,credit_card,IL,13.75,0.0,0.0,10.0,0.0,15401.0,0.368,12.0,1.0
13178,7000.0,7000.0, 36 ,0.079,219.04,1.0,9 years,RENT,43200.0,Not Verified,2011.0,vacation,NY,3.15,0.0,0.0,12.0,0.0,2769.0,0.12,24.0,0.0
13179,2400.0,2400.0, 36 ,0.1629,84.73,4.0,1 year,RENT,21600.0,Not Verified,2011.0,debt_consolidation,FL,7.33,0.0,0.0,4.0,0.0,3698.0,0.86,6.0,1.0
13180,25000.0,25000.0, 36 ,0.1112,819.89,2.0,10+ years,MORTGAGE,75689.0,Verified,2010.0,debt_consolidation,OK,10.05,0.0,0.0,8.0,0.0,23369.0,0.64,23.0,1.0
13181,20000.0,20000.0, 36 ,0.1189,663.28,2.0,5 years,MORTGAGE,44600.0,Verified,2009.0,other,AK,17.33,0.0,1.0,12.0,0.0,22828.0,0.214,30.0,1.0
13182,5500.0,5500.0, 36 ,0.08900000000000001,174.65,1.0,< 1 year,RENT,30000.0,Source Verified,2011.0,debt_consolidation,CA,8.48,0.0,0.0,5.0,0.0,5780.0,0.647,7.0,1.0
13183,8000.0,8000.0, 36 ,0.1496,277.16,4.0,2 years,RENT,42000.0,Not Verified,2009.0,major_purchase,PA,4.46,0.0,0.0,7.0,0.0,5626.0,0.26899999999999996,9.0,0.0
